url,route_name,route_lineage,str_label,label,keep
https://mountainproject.com/assets/photos/climb/125755554_large_1709444788.jpg?cache=1711146524,Izzy's Roof,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Izzy's Roof,6,False
https://mountainproject.com/assets/photos/climb/124375270_large_1686379712.jpg?cache=1710039650,Izzy's Roof,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Izzy's Roof,6,False
https://mountainproject.com/assets/photos/climb/125755555_large_1709444843.jpg?cache=1711146524,Joey's Slab Fest,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Joey's Slab Fest,7,False
https://mountainproject.com/assets/photos/climb/124375301_large_1686380992.jpg?cache=1689029556,Joey's Slab Fest,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Joey's Slab Fest,7,False
https://mountainproject.com/assets/photos/climb/124375294_large_1686380852.jpg?cache=1689029556,Joey's Slab Fest,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Joey's Slab Fest,7,False
https://mountainproject.com/assets/photos/climb/124375296_large_1686380906.jpg?cache=1689029556,Joey's Slab Fest,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Joey's Slab Fest,7,False
https://mountainproject.com/assets/photos/climb/124375293_large_1686380807.jpg?cache=1689029556,Joey's Slab Fest,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Joey's Slab Fest,7,False
https://mountainproject.com/assets/photos/climb/124381572_large_1686451720.jpg?cache=1687470032,My Finger's Stuck.,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|My Finger's Stuck.,8,False
https://mountainproject.com/assets/photos/climb/125755556_large_1709444887.jpg?cache=1711146524,My Finger's Stuck.,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|My Finger's Stuck.,8,False
https://mountainproject.com/assets/photos/climb/124969282_large_1695178274.jpg?cache=1739005363,Robin's El Padre,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Robin's El Padre,9,False
https://mountainproject.com/assets/photos/climb/125755552_large_1709444724.jpg?cache=1711146524,Robin's El Padre,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Robin's El Padre,9,False
https://mountainproject.com/assets/photos/climb/124969241_large_1695177684.jpg?cache=1695766739,Robin's El Padre,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Robin's El Padre,9,False
https://mountainproject.com/assets/photos/climb/124373939_large_1686359561.jpg?cache=1689029555,Samuel Loves Michael Jackson,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Samuel Loves Michael Jackson,10,False
https://mountainproject.com/assets/photos/climb/124373892_large_1686358849.jpg?cache=1686490161,Samuel Loves Michael Jackson,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Samuel Loves Michael Jackson,10,True
https://mountainproject.com/assets/photos/climb/126103146_large_1714903991.jpg?cache=1719356849,Samuel Loves Michael Jackson,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Samuel Loves Michael Jackson,10,False
https://mountainproject.com/assets/photos/climb/126103144_large_1714903556.jpg?cache=1719356849,Samuel Loves Michael Jackson,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Samuel Loves Michael Jackson,10,False
https://mountainproject.com/assets/photos/climb/126103143_large_1714903468.jpg?cache=1719356849,Samuel Loves Michael Jackson,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Samuel Loves Michael Jackson,10,True
https://mountainproject.com/assets/photos/climb/125886918_large_1711783948.jpg?cache=1711832216,Samuel Loves Michael Jackson,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Samuel Loves Michael Jackson,10,False
https://mountainproject.com/assets/photos/climb/125755557_large_1709444917.jpg?cache=1711146524,Samuel Loves Michael Jackson,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Samuel Loves Michael Jackson,10,False
https://mountainproject.com/assets/photos/climb/124373982_large_1686360056.jpg?cache=1709444417,Samuel Loves Michael Jackson,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Samuel Loves Michael Jackson,10,True
https://mountainproject.com/assets/photos/climb/124373944_large_1686359648.jpg?cache=1709444426,Samuel Loves Michael Jackson,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|Samuel Loves Michael Jackson,10,True
https://mountainproject.com/assets/photos/climb/200465102_large_1738884875.jpg?cache=1747672685,The Smelly Chipmunk,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|The Smelly Chipmunk,11,False
https://mountainproject.com/assets/photos/climb/200465100_large_1738884787.jpg?cache=1747672685,The Smelly Chipmunk,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|The Smelly Chipmunk,11,False
https://mountainproject.com/assets/photos/climb/200463505_large_1738821120.jpg?cache=1747672684,The Smelly Chipmunk,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|The Smelly Chipmunk,11,False
https://mountainproject.com/assets/photos/climb/200463556_large_1738822108.jpg?cache=1747672685,The Smelly Chipmunk,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|The Smelly Chipmunk,11,False
https://mountainproject.com/assets/photos/climb/200463463_large_1738819804.jpg?cache=1747672686,The Smelly Chipmunk,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / casa-grande|The Smelly Chipmunk,11,False
https://mountainproject.com/assets/photos/climb/125984649_large_1713160065.jpg?cache=1715030657,Pool Party,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / canyoneers-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / canyoneers-wall|Pool Party,12,True
https://mountainproject.com/assets/photos/climb/111811215_large_1494305484.jpg?cache=1702071738,Pool Party,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / canyoneers-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / canyoneers-wall|Pool Party,12,True
https://mountainproject.com/assets/photos/climb/111254991_large_1494345881.jpg?cache=1701319137,Tres Viejos,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / central-gorge-south,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / central-gorge-south|Tres Viejos,13,False
https://mountainproject.com/assets/photos/climb/111254986_large_1494345878.jpg?cache=1701319137,Tres Viejos,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / central-gorge-south,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / central-gorge-south|Tres Viejos,13,False
https://mountainproject.com/assets/photos/climb/119534750_large_1599762073.jpg?cache=1623253565,Aloof Roof,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall|Aloof Roof,14,False
https://mountainproject.com/assets/photos/climb/126295348_large_1717442140.jpg?cache=1718287110,Aloof Roof,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall|Aloof Roof,14,False
https://mountainproject.com/assets/photos/climb/124356763_large_1686067412.jpg?cache=1686078645,Aloof Roof,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall|Aloof Roof,14,False
https://mountainproject.com/assets/photos/climb/117032374_large_1558999009.jpg?cache=1559054804,Black Streak,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall|Black Streak,15,False
https://mountainproject.com/assets/photos/climb/117032329_large_1558998665.jpg?cache=1559054804,Black Streak,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall|Black Streak,15,False
https://mountainproject.com/assets/photos/climb/124356674_large_1686066244.jpg?cache=1759785561,Three Amigos,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall|Three Amigos,16,False
https://mountainproject.com/assets/photos/climb/124356679_large_1686066344.jpg?cache=1759785546,Three Amigos,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall|Three Amigos,16,False
https://mountainproject.com/assets/photos/climb/200670017_large_1742960485.jpg?cache=1747672684,Three Amigos,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / confluence-wall|Three Amigos,16,False
https://mountainproject.com/assets/photos/climb/126120839_large_1715197976.jpg?cache=1715263657,Adams Rib,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden|Adams Rib,17,False
https://mountainproject.com/assets/photos/climb/125732625_large_1708924442.jpg?cache=1709757335,Adams Rib,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden|Adams Rib,17,False
https://mountainproject.com/assets/photos/climb/124634668_large_1690101024.jpg?cache=1690214267,Believe,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden|Believe,18,False
https://mountainproject.com/assets/photos/climb/124634659_large_1690100812.jpg?cache=1690214267,Believe,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden|Believe,18,False
https://mountainproject.com/assets/photos/climb/124634613_large_1690099278.jpg?cache=1690289102,East of Eden,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden|East of Eden,19,False
https://mountainproject.com/assets/photos/climb/126120927_large_1715198821.jpg?cache=1715263628,East of Eden,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden|East of Eden,19,False
https://mountainproject.com/assets/photos/climb/125489628_large_1702879054.jpg?cache=1703258353,Lower GOAT,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden|Lower GOAT,20,False
https://mountainproject.com/assets/photos/climb/124886510_large_1693943239.jpg?cache=1693944456,Lower GOAT,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden|Lower GOAT,20,False
https://mountainproject.com/assets/photos/climb/124885958_large_1693937097.jpg?cache=1693944466,Lower GOAT,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden|Lower GOAT,20,False
https://mountainproject.com/assets/photos/climb/124886459_large_1693942494.jpg?cache=1693944475,Lower GOAT,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden|Lower GOAT,20,False
https://mountainproject.com/assets/photos/climb/124885937_large_1693936843.jpg?cache=1693944487,Lower GOAT,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / eden|Lower GOAT,20,False
https://mountainproject.com/assets/photos/climb/111400449_large_1494361275.jpg?cache=1701319213,Chasing Shadows,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall|Chasing Shadows,21,False
https://mountainproject.com/assets/photos/climb/111400421_large_1494361268.jpg?cache=1701319213,Chasing Shadows,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall|Chasing Shadows,21,False
https://mountainproject.com/assets/photos/climb/111400438_large_1494361274.jpg?cache=1701319213,Chief Lightfoot,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall|Chief Lightfoot,22,False
https://mountainproject.com/assets/photos/climb/111400426_large_1494361273.jpg?cache=1701319213,Chief Lightfoot,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall|Chief Lightfoot,22,False
https://mountainproject.com/assets/photos/climb/110804676_large_1494354517.jpg?cache=1701318983,Ma Duce,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall|Ma Duce,23,False
https://mountainproject.com/assets/photos/climb/110804675_large_1494354516.jpg?cache=1701318983,Ma Duce,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall|Ma Duce,23,False
https://mountainproject.com/assets/photos/climb/113947813_large_1513914900.jpg?cache=1746645754,Mihalo The Great,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall|Mihalo The Great,24,False
https://mountainproject.com/assets/photos/climb/113947752_large_1513912910.jpg?cache=1702072785,Mihalo The Great,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall|Mihalo The Great,24,False
https://mountainproject.com/assets/photos/climb/111614515_large_1494297059.jpg?cache=1702071605,Never Forget aka Katelyn Conrad,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall|Never Forget aka Katelyn Conrad,25,False
https://mountainproject.com/assets/photos/climb/111614512_large_1494297058.jpg?cache=1702071604,Never Forget aka Katelyn Conrad,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall|Never Forget aka Katelyn Conrad,25,False
https://mountainproject.com/assets/photos/climb/118061006_large_1574053792.jpg?cache=1669781842,Trench Warfare,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall|Trench Warfare,26,False
https://mountainproject.com/assets/photos/climb/110804618_large_1494354512.jpg?cache=1701318983,Trench Warfare,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / memorial-wall|Trench Warfare,26,False
https://mountainproject.com/assets/photos/climb/121471534_large_1634400208.jpg?cache=1635464555,Ephel Dúath,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / mordor,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / mordor|Ephel Dúath,27,False
https://mountainproject.com/assets/photos/climb/121471520_large_1634400007.jpg?cache=1635464555,Ephel Dúath,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / mordor,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / mordor|Ephel Dúath,27,False
https://mountainproject.com/assets/photos/climb/121470543_large_1634358801.jpg?cache=1635464555,Eye of Sauron,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / mordor,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / mordor|Eye of Sauron,28,True
https://mountainproject.com/assets/photos/climb/114192658_large_1522077162.jpg?cache=1702072921,Eye of Sauron,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / mordor,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / mordor|Eye of Sauron,28,True
https://mountainproject.com/assets/photos/climb/201545238_large_1755831592.jpg?cache=1755896955,Cheap Sunglasses,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / mini-falls-wall-aka-montezuma-falls,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / mini-falls-wall-aka-montezuma-falls|Cheap Sunglasses,29,False
https://mountainproject.com/assets/photos/climb/201993205_large_1761855067.jpg?cache=1762820837,Cheap Sunglasses,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / mini-falls-wall-aka-montezuma-falls,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / mini-falls-wall-aka-montezuma-falls|Cheap Sunglasses,29,False
https://mountainproject.com/assets/photos/climb/201545193_large_1755831143.jpg?cache=1755896954,Cheap Sunglasses,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / mini-falls-wall-aka-montezuma-falls,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / mini-falls-wall-aka-montezuma-falls|Cheap Sunglasses,29,False
https://mountainproject.com/assets/photos/climb/201543376_large_1755806658.jpg?cache=1757037311,Nathan's Nutcracker,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / montezuma-buttress / p1-the-tunnel-area,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / montezuma-buttress / p1-the-tunnel-area|Nathan's Nutcracker,30,False
https://mountainproject.com/assets/photos/climb/201579572_large_1756342858.jpg?cache=1756421115,Nathan's Nutcracker,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / montezuma-buttress / p1-the-tunnel-area,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / montezuma-buttress / p1-the-tunnel-area|Nathan's Nutcracker,30,False
https://mountainproject.com/assets/photos/climb/201543397_large_1755807164.jpg?cache=1755897317,Nathan's Nutcracker,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / montezuma-buttress / p1-the-tunnel-area,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / montezuma-buttress / p1-the-tunnel-area|Nathan's Nutcracker,30,False
https://mountainproject.com/assets/photos/climb/201543393_large_1755806999.jpg?cache=1755897285,Nathan's Nutcracker,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / montezuma-buttress / p1-the-tunnel-area,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / montezuma-buttress / p1-the-tunnel-area|Nathan's Nutcracker,30,False
https://mountainproject.com/assets/photos/climb/201607887_large_1756697492.jpg?cache=1758326324,Osprey,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / montezuma-buttress / p1-the-tunnel-area,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / montezuma-buttress / p1-the-tunnel-area|Osprey,31,True
https://mountainproject.com/assets/photos/climb/201544404_large_1755820843.jpg?cache=1755896953,Osprey,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / montezuma-buttress / p1-the-tunnel-area,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / montezuma-buttress / p1-the-tunnel-area|Osprey,31,True
https://mountainproject.com/assets/photos/climb/201544305_large_1755819460.jpg?cache=1755896954,Dew Claw,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / montezuma-buttress / p2-montezuma-ledge,sitemap.xml / sitemap-areas-0.xml / arizona / central-arizona / christopher-creek-gorge / new-world / montezuma-buttress / p2-montezuma-ledge|Dew Claw,32,False
